customer,product,year,price
X01,C,2008,1390
X01,C,2008,1860
X01,C,2008,1570
X01,C,2008,1480
X01,C,2008,2420
X01,C,2008,1160
X01,C,2008,940
X01,C,2008,983
X01,E,2008,1270
X01,C,2008,1590
X01,C,2008,1259
X01,C,2008,1550
X01,A,2008,1380
X01,B,2008,1125
X01,B,2008,1055
X01,A,2008,1275
X01,C,2008,1300
X01,A,2008,1500
X01,C,2008,1095
X01,H,2008,1400
X01,H,2008,1679
X01,C,2008,1368.7
X03,C,2008,1430
X03,C,2008,730
X03,H,2008,1575
X03,A,2008,1226
X03,H,2008,1110
X03,A,2008,2560
X03,C,2008,640
X03,G,2008,1395
X03,A,2008,1180
X03,A,2008,2000
X03,A,2008,1191.64
X03,A,2008,1222.5
X03,C,2008,1200
X03,A,2008,1550
X03,C,2008,780
X03,A,2008,950
X03,C,2008,1150
X03,C,2008,1470
X03,A,2008,1400
X03,C,2008,465
X03,C,2008,1125
X03,C,2008,1079
X03,C,2008,650
X03,F,2008,2950
X03,H,2008,1395
X03,A,2008,1539
X03,H,2008,1320
X03,H,2008,980
X03,A,2008,1140
X03,H,2008,1300
X03,G,2008,1295
X03,H,2008,1294
X03,H,2008,1610
X03,A,2008,1630
X03,G,2008,1280
X03,H,2008,1220
X03,A,2008,1169
X03,G,2008,3250
X03,H,2008,550
X03,H,2008,1840
X03,C,2008,1100
X03,A,2008,1315
X03,C,2008,970
X03,C,2008,1155
X12,C,2008,1380
X12,A,2008,1080
X12,C,2008,795
X12,A,2008,1530
X12,B,2008,1095
X12,A,2008,1240
X12,H,2008,1069
X12,A,2008,1649
X12,C,2008,1190
X12,A,2008,1200
X12,A,2008,1570
X12,A,2008,1050
X12,B,2008,1130
X12,A,2008,1150
X12,C,2008,790
X12,A,2008,1230
X12,C,2008,813
X12,A,2008,1629
X12,A,2008,1500
X03,H,2008,1235
X03,A,2008,1299
X12,H,2008,1280
X12,C,2008,685
X12,A,2008,1270
X12,A,2008,2070
X12,A,2008,1840
X12,A,2008,1625
X12,A,2008,1450
X12,C,2008,1300
X03,G,2008,1600
X03,H,2008,1610
X03,A,2008,1275
X14,C,2008,938.5
X14,H,2008,1360
X14,A,2008,1410
X14,A,2008,1200
X14,C,2008,1275
X14,A,2008,1270
X14,A,2008,895
X03,C,2008,1250
X03,A,2008,799
X14,C,2008,850
X14,H,2008,823.75
X14,A,2008,1350
X08,C,2008,1240
X08,C,2008,1340
X08,A,2008,1350
X19,A,2008,1344.32
X04,A,2008,1275
X08,D,2008,1480
X08,C,2008,1295
X08,E,2008,1575
X08,C,2008,1099
X08,C,2008,1450
X08,C,2008,1300
X08,D,2008,1530
X08,C,2008,1200
X08,D,2008,1520
X08,D,2008,1089.59
X08,C,2008,955.41
X08,C,2008,800
X08,C,2008,1493.5
X08,C,2008,1449
X08,C,2008,1850
X08,C,2008,1650
X19,C,2008,2350
X08,E,2008,1400
X08,C,2008,1080
X19,C,2008,1450
X08,A,2008,1524
X08,E,2008,1440
X19,C,2008,1730
X19,H,2008,1920
X19,C,2008,2450
X19,C,2008,2415
X19,C,2008,2560
X04,E,2008,1770
X04,A,2008,1256
X04,C,2008,1550
X19,A,2008,2400
X04,C,2008,2600
X04,A,2008,1850
X04,H,2008,2350
X04,C,2008,1599
X04,D,2008,996
X04,H,2008,1345
X04,A,2008,1190
X04,H,2008,1075
X04,C,2008,1250
X04,A,2008,790
X04,A,2008,950
X10,H,2008,2622.8
X10,H,2008,2600
X10,C,2008,2265
X10,H,2008,2250
X10,E,2008,2290
X02,H,2008,1774.39
X02,C,2008,2485
X02,C,2008,4750
X02,C,2008,3950.39
X10,H,2008,2280
X10,E,2008,2250
X19,C,2008,1950
X19,H,2008,2000
X02,C,2008,1550
X02,C,2008,1440
X02,C,2008,1450
X02,C,2008,2260.01
X02,H,2008,2157
X02,H,2008,2075
X02,H,2008,1930
X02,H,2008,1880
X02,C,2008,1910
X02,C,2008,2210
X02,H,2008,2315
X02,H,2008,2350
X02,H,2008,2235
X02,C,2008,1302.5
X02,E,2008,1499
X02,C,2008,1580
X02,E,2008,1470
X02,C,2008,1431.95
X02,C,2008,1630
X02,C,2008,1100
X02,C,2008,1270
X02,C,2008,1249
X02,C,2008,2300
X02,H,2008,2370
X02,H,2008,2350
X02,H,2008,2305
X02,H,2008,2300
X02,H,2008,2225
X02,H,2008,2870
X02,H,2008,2740
X02,C,2008,3000
X02,H,2008,2559
X02,H,2008,2249
X02,H,2008,2400
X02,H,2008,1830
X02,H,2008,2070
X02,H,2008,2100
X02,C,2008,1365
X02,C,2008,1450
X02,C,2008,2089
X02,D,2008,1850
X02,C,2008,2140
X02,H,2008,2085
X02,C,2008,1865
X02,C,2008,2100
X02,H,2008,1859
X02,C,2008,1799
X02,C,2008,2188.36
X02,C,2008,1930
X02,H,2008,1890
X02,C,2008,1493
X02,C,2008,1410
X02,C,2008,1490
X02,C,2008,1445
X04,C,2008,850
X04,A,2008,1459
X04,C,2008,1230
X04,C,2008,1475
X04,D,2008,1650
X04,C,2008,1350
X04,C,2008,1080
X04,D,2008,1375
X04,H,2008,1654
X04,E,2008,1470
X04,H,2008,1605
X04,C,2008,1760
X04,C,2008,2847
X04,H,2008,1600
X04,E,2008,1480
X04,C,2008,820
X04,C,2008,820
X04,C,2008,1180
X04,C,2008,825
X04,C,2008,919
X04,A,2008,1200
X04,A,2008,960
X04,C,2008,990
X04,A,2008,1305
X04,A,2008,1350
X04,A,2008,1355
X04,E,2008,1000
X04,A,2008,1080
X04,C,2008,980
X04,C,2008,670
X18,H,2008,1359
X18,H,2008,1400
X18,F,2008,1795
X18,A,2008,1365
X18,C,2008,1680
X18,H,2008,1300
X18,H,2008,1890
X18,G,2008,1619
X13,H,2008,1450
X13,F,2008,1910
X13,H,2008,1770
X13,A,2008,1475
X18,C,2008,910
X13,H,2008,2310
X18,A,2008,1150
X13,H,2008,1380
X13,H,2008,1490
X13,H,2008,1887
X13,A,2008,1980
X13,A,2008,1100
X13,C,2008,1040
X13,H,2008,2570.76
X13,A,2008,3810
X13,A,2008,3115
X13,A,2008,2634
X13,C,2008,2365
X13,C,2008,2240
X25,H,2008,1165
X25,H,2008,1510
X14,C,2008,1260
X14,A,2008,1200
X14,C,2008,550
X14,C,2008,1205
X14,C,2008,1205
X14,A,2008,1190
X14,E,2008,1260
X14,C,2008,995
X14,A,2008,1655
X14,C,2008,131
X14,H,2008,890
X14,H,2008,400
X14,A,2008,809
X14,C,2008,810
X14,H,2008,650
X13,C,2008,3925
X13,C,2008,2944.64
X13,C,2008,2500
X13,C,2008,2750
X11,C,2008,3000
X11,C,2008,2710
X11,H,2008,2130
X11,E,2008,1710
X11,C,2008,1715
X11,H,2008,1000
X11,C,2008,2285
X15,A,2008,2289.5
X15,C,2008,2415
X15,C,2008,2870
X15,C,2008,2940
X15,C,2008,2930.77
X15,H,2008,2649.66
X15,E,2008,1725
X15,E,2008,1675
X15,H,2008,2186.89
X15,C,2008,1500
X15,C,2008,1840
X15,C,2008,1800
X15,E,2008,1750
X15,C,2008,2325
X15,C,2008,1950
X15,H,2008,3050
X15,C,2008,2987.51
X15,C,2008,3700
X11,D,2008,2092
X11,D,2008,2063
X11,C,2008,1460
X11,C,2008,1605
X11,D,2008,1730
X20,C,2008,1240
X20,H,2008,1150
X20,H,2008,1295
X20,D,2008,1050
X20,E,2008,949
X11,C,2008,1525
X20,H,2008,980
X20,D,2008,810
X11,C,2008,1130
X11,C,2008,1285
X11,C,2008,1195
X11,C,2008,1305
X11,C,2008,1380
X11,C,2008,1345
X11,A,2008,1600
X11,C,2008,1375
X11,H,2008,1720
X14,G,2008,1030
X01,C,2007,1673
X01,C,2007,1670
X01,C,2007,2440
X01,C,2007,2680
X07,H,2007,2250
X07,H,2007,1680
X07,H,2007,1770
X07,H,2007,1690
X07,E,2007,1615
X17,C,2007,2510
X07,E,2007,1600
X07,H,2007,1800
X07,H,2007,1787.5
X07,C,2007,1760
X07,H,2007,2040
X07,C,2007,1600
X07,E,2007,1600
X07,E,2007,1639
X07,H,2007,1680
X07,C,2007,1542.04
X17,C,2007,1700
X17,H,2007,2075
X17,C,2007,1820
X17,C,2007,2120
X17,C,2007,3774.26
X17,H,2007,3492.65
X17,C,2007,5915.87
X07,C,2007,1550
X17,C,2007,3199
X17,C,2007,3920
X17,C,2007,4419.29
X17,C,2007,4550
X09,C,2007,1829
X09,C,2007,1740
X09,E,2007,1780
X09,H,2007,1760
X09,C,2007,2130
X09,H,2007,1920
X09,H,2007,1900
X09,H,2007,1950
X09,E,2007,1480
X09,C,2007,1515
X09,E,2007,1970
X09,C,2007,1923.5
X09,H,2007,1520
X09,C,2007,1700
X09,C,2007,1750
X09,H,2007,1750
X09,H,2007,1979
X09,E,2007,1740
X09,H,2007,1789
X01,E,2007,1390
X01,C,2007,1432.5
X01,H,2007,1840
X01,C,2007,1550
X01,C,2007,1330
X01,C,2007,1195
X01,C,2007,1230
X01,C,2007,1100
X01,C,2007,1280
X01,C,2007,1205
X01,D,2007,1330
X01,C,2007,1550
X01,C,2007,1770
X21,H,2007,1135
X21,H,2007,1130
X21,H,2007,1137
X21,H,2007,1060
X21,H,2007,1225
X24,C,2007,1280
X24,H,2007,1550
X24,C,2007,1425
X01,C,2007,1292.5
X06,C,2007,3560
X06,C,2007,3148.13
X06,C,2007,3180
X06,C,2007,3224
X06,C,2007,3180
X06,C,2007,3454.74
X06,C,2007,4152.98
X06,H,2007,4920
X06,H,2007,3389.31
X06,C,2007,4500
X06,H,2007,2800
X06,C,2007,4790.69
X06,C,2007,3950
X06,H,2007,3800
X06,C,2007,2500
X06,C,2007,4400
X06,H,2007,4180
X06,C,2007,5000.67
X06,H,2007,2601.16
X06,H,2007,3170
X06,H,2007,3195
X06,H,2007,3256.24
X06,C,2007,3720
X06,H,2007,3420
X06,H,2007,3540
X06,H,2007,3500
X06,H,2007,2850
X06,H,2007,2815
X06,C,2007,2457
X06,C,2007,2326.98
X06,H,2007,2500
X06,C,2007,1947
X06,C,2007,2040
X06,C,2007,2000
X06,C,2007,2070
X06,C,2007,2095
X06,C,2007,2095
X06,C,2007,2025
X06,C,2007,2800
X06,C,2007,2775
X06,C,2007,3180.61
X06,C,2007,2213.7
X06,C,2007,2000
X07,H,2007,1817.55
X07,H,2007,1760
X07,H,2007,1789
X07,H,2007,1681.65
X07,H,2007,1719.25
X07,H,2007,1984.44
X07,C,2007,2030
X07,H,2007,1795.4
X07,C,2007,1764.85
X07,C,2007,1811.34
X07,H,2007,1569.32
X07,H,2007,1660
X07,H,2007,1775.94
X07,C,2007,1735
X22,C,2007,1725
X22,C,2007,1942.01
X22,C,2007,2265
X22,C,2007,1854.85
X07,C,2007,2590
X07,E,2007,1885
X07,E,2007,1750
X07,H,2007,2150
X07,C,2007,2065.8
X07,H,2007,1835
X07,E,2007,1655
X07,H,2007,2110
X07,H,2007,1810
X07,H,2007,2195
X07,H,2007,1750
X07,E,2007,1700
X07,H,2007,1620
X07,H,2007,1870
X07,H,2007,1850
X16,H,2007,7450
X16,H,2007,3845
X16,H,2007,2480
X16,C,2007,4665
X16,H,2007,4100
X16,H,2007,3225
X16,H,2007,2520
X16,H,2007,7550
X16,H,2007,2697.9
X16,H,2007,3157.5
X16,H,2007,2900
X16,H,2007,2900
X16,C,2007,4300
X16,H,2007,2630
X16,H,2007,3300
X05,C,2007,2131.33
X05,C,2007,2602.61
X05,C,2007,3200
X05,C,2007,2829.22
X05,C,2007,2150
X05,C,2007,4190.05
X05,C,2007,2550
X05,C,2007,1470
X05,C,2007,2358.76
X05,C,2007,3118.72
X05,C,2007,2483.28
X05,C,2007,2270
X05,C,2007,2600
X05,C,2007,2250
X05,C,2007,2490
X05,C,2007,3070
X05,H,2007,2500
X05,H,2007,2213
X05,C,2007,2089
X05,C,2007,2104
X05,H,2007,2550
X05,H,2007,2121.09
X05,H,2007,2700
X05,H,2007,3034.77
X05,H,2007,3100.13
X05,C,2007,2497
X05,H,2007,2278.75
X05,C,2007,2613.29
X05,C,2007,2530
X05,H,2007,2650
X05,H,2007,3400
X10,C,2007,1460
X10,C,2007,1470
X10,C,2007,1490
X10,C,2007,1810
X10,H,2007,2010
X10,H,2007,1917.5
X10,C,2007,1790
X10,C,2007,2150
X10,C,2007,1792
X10,H,2007,1280
X10,D,2007,1440
X10,C,2007,1440
X08,C,2007,1207.5
X08,C,2007,1325
X08,C,2007,1320
X08,C,2007,1325
X08,C,2007,1290
X08,C,2007,1439
X08,C,2007,1450
X08,C,2007,1285
X08,C,2007,1255
X23,H,2007,3000
X23,H,2007,2940
X08,C,2007,1290
X08,D,2007,1710
X08,C,2007,1470
X16,H,2007,3020
X16,A,2007,2850
X05,C,2007,2140
X05,C,2007,1660
X05,C,2007,1938
X05,C,2007,2089
X05,C,2007,1940
X05,C,2007,2075
X05,C,2007,1999
X05,H,2007,1647
X05,H,2007,1765
X05,H,2007,1760
X05,H,2007,1685
X05,H,2007,1770
X05,H,2007,1770
X05,H,2007,1488
X05,H,2007,1740
X05,H,2007,2390
X05,C,2007,2040
X05,H,2007,3010
X05,H,2007,3125
X23,C,2007,2797
X23,C,2007,2550
X23,E,2007,1940
X23,C,2007,2180
X26,C,2007,2137.5
X23,E,2007,1870
X23,C,2007,1815
X23,C,2007,3730
X08,A,2007,1900
X05,H,2007,2260
X09,C,2007,1434.5
X09,H,2007,2400.5
X09,D,2007,1625
X09,C,2007,1640
X09,C,2007,1850
X09,C,2007,1885
X09,H,2007,2550
X09,C,2007,1369.05
X09,C,2007,1585
X09,C,2007,1755
X09,C,2007,1270
X01,C,2007,1270
X01,C,2007,1430
X01,C,2007,1560
X01,C,2007,1440
X01,C,2007,1190
X01,C,2007,1030
X01,C,2007,1399
X01,C,2007,1515
X01,C,2007,1265
X01,E,2007,1450
X01,C,2007,1200
X01,C,2007,1240
X01,C,2007,1065
X01,C,2007,1405
X01,C,2007,1375
X01,C,2007,1176
X01,C,2007,1635
X01,E,2007,1610
X01,E,2007,1580
X01,H,2007,2245
X01,C,2007,1470
X01,C,2007,2000
X01,C,2007,1819
X01,C,2007,1507.5
X01,C,2007,1018
X01,C,2007,1240
X01,B,2007,1385
X12,C,2007,393
X12,C,2007,645
X12,A,2007,640
X12,C,2007,1120
X01,H,2007,1650
X01,C,2007,1440
X01,H,2007,1370
X01,A,2007,1050
X01,H,2007,1465
X01,C,2007,1260
X01,D,2007,1750
X01,E,2007,1585
X01,C,2007,1145
X01,A,2007,1440
X01,H,2007,1290
X01,C,2007,1410
X01,C,2007,1310
X01,C,2007,1421
X01,C,2007,1390
X01,C,2007,1579
X01,C,2007,1394
X01,C,2007,1500
X01,C,2007,1200
X01,C,2007,1748.5
X01,C,2007,1160
X01,C,2007,1350
X01,C,2007,1635
X01,C,2007,1300
X01,C,2007,1295
X01,C,2007,1420
X01,C,2007,1286
X01,C,2007,1250
X01,C,2007,1360
X01,C,2007,1345
X01,C,2007,1270
X01,E,2007,1300
X01,A,2007,1150
X01,C,2007,1169
X01,C,2007,1320
X01,C,2007,1530
X03,C,2007,1125
X03,A,2007,1380
X01,B,2007,1350
X01,A,2007,1560
X01,H,2007,3016
X03,A,2007,1090
X03,B,2007,1032
X03,A,2007,1285
X03,C,2007,645
X03,H,2007,1480
X03,C,2007,860
X01,E,2007,1720
X01,C,2007,1200
X01,C,2007,1285
X01,H,2007,1350
X01,A,2007,1229
X01,C,2007,1192
X01,A,2007,1430
X01,C,2007,1190
X01,C,2007,1020
X01,C,2007,1290
X01,C,2007,1350
X01,C,2007,1520
X01,C,2007,1400
X01,C,2007,1520
X01,C,2007,1565
X01,C,2007,1410
X01,C,2007,990
X01,H,2007,1870
X01,H,2007,1695
X01,C,2007,1255
X01,D,2007,1300
X03,C,2007,1030
X03,H,2007,1320
X03,A,2007,1275
X03,C,2007,895
X03,D,2007,1400
X03,C,2007,999
X03,C,2007,1000
X03,C,2007,1300
X03,A,2007,1350
X03,A,2007,1200
X03,C,2007,894.71
X03,A,2007,850
X03,C,2007,1085
X03,H,2007,1370
X03,C,2007,1105
X03,C,2007,1000
X03,H,2007,1849
X03,H,2007,1450
X03,A,2007,1250
X03,H,2007,1140
X03,H,2007,900
X03,A,2007,1441
X03,H,2007,1175
X03,H,2007,1245
X03,G,2007,1850
X03,G,2007,1339
X03,C,2007,1520
X03,C,2007,1535
X03,H,2007,1595
X03,A,2007,870
X03,C,2007,1045
X03,E,2007,1100
X12,C,2007,1365
X12,A,2007,1282.5
X12,C,2007,1440
X12,A,2007,2100
X12,A,2007,1350
X12,H,2007,1280
X12,A,2007,1310
X12,B,2007,1130
X12,A,2007,1260
X12,A,2007,1320
X12,A,2007,1317.5
X12,A,2007,1325
X12,H,2007,1375
X12,B,2007,1320
X12,A,2007,1275
X12,C,2007,1020
X03,H,2007,2000
X12,H,2007,1805
X12,A,2007,1650
X12,A,2007,900
X12,H,2007,1535.75
X03,H,2007,1400
X03,A,2007,1360
X03,A,2007,1130
X03,A,2007,1170
X14,A,2007,1695
X14,B,2007,1394
X14,E,2007,2025
X14,H,2007,1270
X14,A,2007,1410
X14,H,2007,2123
X14,A,2007,1610
X14,A,2007,995
X14,G,2007,1010
X14,C,2007,1099
X03,A,2007,1285
X03,G,2007,1220
X03,B,2007,870
X14,A,2007,500
X08,H,2007,2190
X19,A,2007,2005
X04,A,2007,1260
X18,A,2007,1085
X08,D,2007,1300
X08,D,2007,1584.5
X08,C,2007,1154
X08,C,2007,1185
X08,E,2007,1650
X08,C,2007,1230
X08,D,2007,1290
X08,C,2007,1250
X08,C,2007,1080
X08,C,2007,1199
X08,C,2007,1150
X08,C,2007,1345
X08,C,2007,1270
X08,C,2007,1290
X08,C,2007,1435
X08,C,2007,1290
X08,C,2007,1870
X08,H,2007,1580
X08,C,2007,1120
X08,A,2007,1652.5
X08,C,2007,1500
X08,C,2007,1370
X08,C,2007,895
X19,C,2007,3020
X19,C,2007,1820
X19,H,2007,2110
X04,C,2007,2160
X04,C,2007,1300
X04,C,2007,1099
X19,C,2007,2550
X04,C,2007,2430
X04,A,2007,1540
X18,C,2007,1180
X04,C,2007,800
X04,C,2007,1500
X04,C,2007,860
X04,C,2007,1300
X04,C,2007,1250
X04,A,2007,1365
X04,A,2007,960
X04,C,2007,1200
X10,A,2007,2285
X10,C,2007,1799
X10,H,2007,2250
X10,H,2007,3010
X10,H,2007,2380
X10,H,2007,2285
X10,H,2007,2200
X02,H,2007,3839.7
X02,H,2007,4248.7
X02,C,2007,2500
X02,C,2007,3600
X02,C,2007,2795
X02,C,2007,2001.41
X02,C,2007,2465
X02,H,2007,2760
X02,C,2007,2030
X02,H,2007,1558.35
X02,C,2007,1940
X02,C,2007,1954
X02,C,2007,2170
X02,C,2007,2129.99
X02,C,2007,1759
X02,H,2007,1910
X02,C,2007,1764.32
X10,H,2007,2770
X10,H,2007,2070
X19,A,2007,2770
X19,H,2007,2400
X19,H,2007,1875
X19,C,2007,2790
X02,C,2007,1395
X02,C,2007,1260
X02,C,2007,1775
X02,H,2007,1750
X02,H,2007,2110
X02,C,2007,1460
X02,C,2007,1479
X02,C,2007,1236
X02,H,2007,2047.5
X02,H,2007,2355
X02,H,2007,2170
X02,H,2007,1905.5
X02,H,2007,2175
X02,C,2007,2260
X02,H,2007,1800
X02,C,2007,1310
X02,E,2007,1535
X02,E,2007,1600
X02,C,2007,1349
X02,C,2007,1300
X02,C,2007,1200
X02,C,2007,1125
X02,C,2007,1220
X02,C,2007,1270
X02,C,2007,1170
X02,C,2007,3059
X02,H,2007,2285
X02,C,2007,2700
X02,C,2007,1920
X02,H,2007,2130
X02,H,2007,2000
X02,H,2007,2670
X02,C,2007,2280
X02,H,2007,2750
X02,H,2007,2110
X02,C,2007,2850
X02,H,2007,2400
X02,C,2007,1315
X02,C,2007,2469
X02,H,2007,2195
X02,C,2007,1850
X02,H,2007,1794
X02,H,2007,2135
X02,C,2007,1796
X02,C,2007,1735
X02,C,2007,1678.4
X02,H,2007,1686.75
X02,H,2007,1670
X04,C,2007,1400
X04,D,2007,1185
X04,C,2007,1100
X04,C,2007,947.5
X04,A,2007,1220
X04,C,2007,1100
X04,D,2007,1185
X04,E,2007,1335
X04,C,2007,1480
X04,H,2007,1410
X04,C,2007,1550
X04,C,2007,1570
X04,H,2007,1715
X04,C,2007,1838.5
X04,H,2007,1847.5
X04,D,2007,1400
X04,C,2007,1317.5
X04,C,2007,615
X04,C,2007,1110
X04,C,2007,985
X04,C,2007,790
X04,A,2007,1085
X04,C,2007,1100
X04,H,2007,1120
X04,C,2007,1250
X04,C,2007,792.75
X04,C,2007,1190
X18,F,2007,2000
X18,H,2007,1500
X13,H,2007,1650
X13,B,2007,965
X13,C,2007,1365
X13,A,2007,1465
X18,A,2007,1750
X13,H,2007,1485
X13,H,2007,1415
X13,A,2007,1899.5
X13,H,2007,1350
X13,G,2007,1640
X13,C,2007,903.5
X13,A,2007,1390
X13,C,2007,1197.5
X13,H,2007,1450
X13,H,2007,1450
X13,G,2007,2380
X13,C,2007,1535
X13,H,2007,2390
X13,H,2007,3591
X13,A,2007,1880
X13,A,2007,2200
X13,A,2007,1400
X13,H,2007,3150
X13,H,2007,2595
X13,C,2007,2575
X13,H,2007,2195
X13,C,2007,2170
X13,C,2007,2010
X13,C,2007,2150
X25,H,2007,1239
X13,C,2007,1700
X25,C,2007,2000
X13,C,2007,1980
X13,C,2007,2006.24
X13,C,2007,3150
X14,A,2007,1150
X14,A,2007,1410
X14,B,2007,870
X14,A,2007,1298.5
X14,A,2007,1000
X14,H,2007,1509.09
X14,C,2007,752
X14,C,2007,1184
X14,C,2007,670
X14,A,2007,1520
X14,A,2007,681.04
X14,H,2007,1196
X14,C,2007,1400
X14,C,2007,1249
X13,C,2007,3750
X13,C,2007,2350
X11,D,2007,1835
X11,D,2007,1560
X11,C,2007,1340
X11,C,2007,2150
X11,C,2007,2450
X11,C,2007,2100
X11,E,2007,1480
X11,D,2007,1430
X15,C,2007,2440
X27,C,2007,3300
X15,C,2007,1700
X15,C,2007,2570
X15,C,2007,2317.13
X15,C,2007,2673
X15,C,2007,2659
X15,C,2007,2390
X15,C,2007,2489
X15,C,2007,1740
X15,A,2007,1875
X15,H,2007,2040
X15,C,2007,1805
X15,E,2007,1875
X15,C,2007,2820
X15,C,2007,1780
X15,C,2007,2700
X15,H,2007,2799
X15,C,2007,1867
X15,C,2007,2834.63
X15,C,2007,3920
X15,H,2007,2812.13
X11,C,2007,1470
X11,C,2007,1300
X11,D,2007,1400
X11,C,2007,1322.5
X11,C,2007,1430
X11,C,2007,1680
X20,C,2007,1299
X20,C,2007,1340
X20,H,2007,855
X20,E,2007,1065
X20,H,2007,939
X20,H,2007,750
X20,D,2007,845
X20,H,2007,751.9
X11,E,2007,1468
X11,D,2007,1535
X11,E,2007,1880
X11,C,2007,1960
X11,H,2007,1570
X11,D,2007,1380
X11,D,2007,1295
X11,C,2007,800
X11,C,2007,1295
X11,C,2007,1350
X11,C,2007,1245
X11,C,2007,1390
X11,C,2007,935
X11,C,2007,1245
X01,C,2006,1499
X01,C,2006,1575
X01,C,2006,1690
X01,C,2006,2520
X01,C,2006,1921
X07,H,2006,1835
X07,H,2006,2220
X07,H,2006,1700
X07,H,2006,1875
X07,H,2006,2020
X07,H,2006,1850
X07,H,2006,3200
X07,C,2006,2400
X07,H,2006,2500
X07,H,2006,2399
X07,H,2006,3090
X07,H,2006,2747.25
X17,H,2006,2700
X07,C,2006,1835
X07,H,2006,1656
X07,H,2006,1765
X17,C,2006,1300
X17,H,2006,2390
X17,C,2006,2750
X17,H,2006,4573.47
X17,H,2006,5452.24
X17,H,2006,3563.83
X17,H,2006,5565.81
X17,H,2006,3619.19
X17,H,2006,5350
X17,H,2006,4011.79
X17,H,2006,4387.8
X07,H,2006,1690
X07,C,2006,1450
X17,C,2006,3180
X17,C,2006,3190
X17,C,2006,4700
X09,C,2006,2025
X09,A,2006,2290
X09,H,2006,2350
X09,H,2006,1900
X09,D,2006,1690
X09,C,2006,2415
X09,H,2006,1889
X09,C,2006,2075
X09,H,2006,2500
X09,H,2006,1799
X09,D,2006,1720
X05,H,2006,2943.23
X09,E,2006,1845
X09,C,2006,1535
X09,H,2006,1629
X09,C,2006,1810
X09,C,2006,1550
X01,C,2006,1388
X01,C,2006,1160.5
X01,C,2006,880
X01,C,2006,975
X01,C,2006,1900
X21,H,2006,1055
X21,H,2006,1255
X21,H,2006,830
X21,H,2006,1160
X21,H,2006,915
X21,H,2006,1180
X21,H,2006,890
X21,H,2006,1080
X21,H,2006,945
X24,C,2006,1463
X01,C,2006,1450
X01,D,2006,1230
X24,C,2006,1375
X24,H,2006,1440
X06,C,2006,3150
X06,H,2006,4120.83
X06,H,2006,3426.43
X06,C,2006,2520
X06,C,2006,4650
X06,C,2006,2930
X06,C,2006,4150
X06,C,2006,3260
X06,H,2006,3253
X06,H,2006,3090
X06,H,2006,3000
X06,H,2006,2755
X06,H,2006,3385
X06,H,2006,3450
X06,H,2006,3441.33
X06,H,2006,2982.36
X06,H,2006,3299
X06,C,2006,3600
X06,H,2006,2810
X06,C,2006,3723.97
X06,C,2006,3780
X06,C,2006,3740
X06,H,2006,4371.54
X06,H,2006,2750
X06,H,2006,2790
X06,C,2006,1858.5
X06,C,2006,2825
X06,C,2006,2025
X06,C,2006,2026.65
X06,C,2006,3322
X06,C,2006,3100.9
X06,C,2006,1717.5
X07,C,2006,1699.9
X07,H,2006,1704.4
X07,H,2006,1699.85
X07,H,2006,1796.65
X07,H,2006,2192.1
X07,C,2006,1741.9
X07,H,2006,1727.85
X07,H,2006,2580
X07,H,2006,1851.01
X22,C,2006,2102.5
X22,C,2006,2340
X22,C,2006,2150
X22,C,2006,2469.9
X22,C,2006,1787.4
X22,C,2006,2250
X22,C,2006,1672.4
X22,C,2006,1568.2
X22,C,2006,2134.9
X22,C,2006,2645.61
X22,C,2006,2465.78
X07,H,2006,1921.4
X07,H,2006,1832
X07,H,2006,1780
X07,H,2006,2014.9
X07,H,2006,2305
X07,H,2006,1800
X07,H,2006,1724
X07,H,2006,2150
X07,H,2006,1999
X07,H,2006,1730
X07,H,2006,2876.02
X07,H,2006,2300
X16,H,2006,3480
X16,H,2006,2860
X16,H,2006,3000
X16,H,2006,6250
X16,H,2006,4050
X16,H,2006,2800
X16,H,2006,2580
X16,H,2006,3500
X16,H,2006,5845
X16,H,2006,3210
X16,H,2006,2900
X16,H,2006,3150
X05,H,2006,2520
X05,C,2006,3368.2
X05,C,2006,4230
X05,C,2006,2900
X05,C,2006,2320
X05,C,2006,1990
X05,C,2006,1986
X05,H,2006,4057.49
X05,C,2006,2326
X05,H,2006,2660
X05,H,2006,1865
X05,H,2006,2008.25
X05,H,2006,1970
X05,C,2006,1850
X05,C,2006,1760
X05,C,2006,1877.5
X10,C,2006,1395
X10,C,2006,1868
X10,C,2006,1320
X10,C,2006,1425
X10,C,2006,1580
X10,H,2006,1840
X10,H,2006,1849
X10,H,2006,1870
X10,H,2006,1759
X10,H,2006,2485
X10,C,2006,1720
X10,C,2006,1510
X10,H,2006,1500
X10,C,2006,1070
X10,C,2006,1199
X08,C,2006,1295
X08,C,2006,1250
X08,A,2006,1195
X08,C,2006,1440
X08,E,2006,1510
X08,C,2006,1260
X08,C,2006,1160
X08,C,2006,1335
X08,C,2006,1208.75
X08,C,2006,1370
X08,C,2006,1240
X08,C,2006,1350
X08,C,2006,1292
X23,E,2006,2600
X16,H,2006,2600
X16,H,2006,3340
X16,H,2006,3100
X16,H,2006,2680
X16,C,2006,2620
X05,C,2006,1764
X05,C,2006,1970
X05,H,2006,1510
X05,H,2006,1474
X05,H,2006,1499
X05,H,2006,1441.52
X05,H,2006,1660
X05,H,2006,1839
